,cre_id,d_codigo,gas_price,gas_type,name,place_id,x,y,D_mnpio,d_estado
0,PL/658/EXP/ES/2015,22225,21.99,diesel,"ESTACION DE SERVICIO CALAFIA, S.A. DE C.V.",2039,-116.9214,32.47641,Tijuana,Baja California
1,PL/658/EXP/ES/2015,22225,20.99,regular,"ESTACION DE SERVICIO CALAFIA, S.A. DE C.V.",2039,-116.9214,32.47641,Tijuana,Baja California
2,PL/658/EXP/ES/2015,22225,23.99,premium,"ESTACION DE SERVICIO CALAFIA, S.A. DE C.V.",2039,-116.9214,32.47641,Tijuana,Baja California
3,PL/19533/EXP/ES/2016,22225,21.49,regular,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",21892,-116.9213,32.47639,Tijuana,Baja California
4,PL/19533/EXP/ES/2016,22225,21.15,diesel,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",21892,-116.9213,32.47639,Tijuana,Baja California
5,PL/19533/EXP/ES/2016,22225,23.99,premium,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",21892,-116.9213,32.47639,Tijuana,Baja California
6,PL/760/EXP/ES/2015,32380,18.87,premium,"DIAZ GAS, S.A. DE C.V.",2041,-106.4514,31.71947,Juárez,Chihuahua
7,PL/760/EXP/ES/2015,32380,16.64,regular,"DIAZ GAS, S.A. DE C.V.",2041,-106.4514,31.71947,Juárez,Chihuahua
8,PL/11302/EXP/ES/2015,32380,16.39,regular,SERVICIO NUEVO MILENIO SA DE CV,13442,-106.462,31.73079,Juárez,Chihuahua
9,PL/825/EXP/ES/2015,44390,21.89,regular,"COMBU-EXPRESS, S.A. DE C.V.",2042,-103.3042,20.71413,Guadalajara,Jalisco
10,PL/825/EXP/ES/2015,44390,24.69,premium,"COMBU-EXPRESS, S.A. DE C.V.",2042,-103.3042,20.71413,Guadalajara,Jalisco
11,PL/825/EXP/ES/2015,44390,23.19,diesel,"COMBU-EXPRESS, S.A. DE C.V.",2042,-103.3042,20.71413,Guadalajara,Jalisco
12,PL/21721/EXP/ES/2018,44390,22.49,regular,"COMBUSTIBLE BELPER, S.A. DE C.V.",24964,-103.3021,20.71415,Guadalajara,Jalisco
13,PL/21721/EXP/ES/2018,44390,24.48,premium,"COMBUSTIBLE BELPER, S.A. DE C.V.",24964,-103.3021,20.71415,Guadalajara,Jalisco
14,PL/842/EXP/ES/2015,22523,21.99,regular,"ESTACION RAEL, S. DE R.L. DE C.V.",2044,-117.0715,32.51342,Tijuana,Baja California
15,PL/842/EXP/ES/2015,22523,23.99,premium,"ESTACION RAEL, S. DE R.L. DE C.V.",2044,-117.0715,32.51342,Tijuana,Baja California
16,PL/439/EXP/ES/2015,66050,22.39,regular,"PETROMAX, S.A. DE C.V.",2046,-100.2918,25.77202,General Escobedo,Nuevo León
17,PL/439/EXP/ES/2015,66050,25.19,premium,"PETROMAX, S.A. DE C.V.",2046,-100.2918,25.77202,General Escobedo,Nuevo León
18,PL/439/EXP/ES/2015,66050,22.89,diesel,"PETROMAX, S.A. DE C.V.",2046,-100.2918,25.77202,General Escobedo,Nuevo León
19,PL/1284/EXP/ES/2015,66050,23.19,regular,"PETROMAX, S.A. DE C.V.",3038,-100.3057,25.79136,General Escobedo,Nuevo León
20,PL/1284/EXP/ES/2015,66050,25.19,premium,"PETROMAX, S.A. DE C.V.",3038,-100.3057,25.79136,General Escobedo,Nuevo León
21,PL/2623/EXP/ES/2015,66050,21.67,regular,"SUPER SERVICIO LAS ENCINAS, S.A. DE C.V.   ES7454",4315,-100.3092,25.79507,General Escobedo,Nuevo León
22,PL/2623/EXP/ES/2015,66050,23.67,premium,"SUPER SERVICIO LAS ENCINAS, S.A. DE C.V.   ES7454",4315,-100.3092,25.79507,General Escobedo,Nuevo León
23,PL/2623/EXP/ES/2015,66050,22.79,diesel,"SUPER SERVICIO LAS ENCINAS, S.A. DE C.V.   ES7454",4315,-100.3092,25.79507,General Escobedo,Nuevo León
24,PL/13582/EXP/ES/2016,66050,22.69,diesel,"PETROMAX, S.A. DE C.V.",20895,-100.2929,25.84832,General Escobedo,Nuevo León
25,PL/13582/EXP/ES/2016,66050,23.19,regular,"PETROMAX, S.A. DE C.V.",20895,-100.2929,25.84832,General Escobedo,Nuevo León
26,PL/13582/EXP/ES/2016,66050,25.19,premium,"PETROMAX, S.A. DE C.V.",20895,-100.2929,25.84832,General Escobedo,Nuevo León
27,PL/18931/EXP/ES/2016,66050,22.29,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21141,-100.291,25.7684,General Escobedo,Nuevo León
28,PL/18931/EXP/ES/2016,66050,24.19,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21141,-100.291,25.7684,General Escobedo,Nuevo León
29,PL/18931/EXP/ES/2016,66050,22.99,diesel,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21141,-100.291,25.7684,General Escobedo,Nuevo León
30,PL/860/EXP/ES/2015,22880,20.99,regular,"ESTACION RAEL, S. DE R.L. DE C.V.",2047,-116.6079,31.86546,Ensenada,Baja California
31,PL/860/EXP/ES/2015,22880,22.99,premium,"ESTACION RAEL, S. DE R.L. DE C.V.",2047,-116.6079,31.86546,Ensenada,Baja California
32,PL/860/EXP/ES/2015,22880,22.29,diesel,"ESTACION RAEL, S. DE R.L. DE C.V.",2047,-116.6079,31.86546,Ensenada,Baja California
33,PL/3608/EXP/ES/2015,22880,20.59,regular,"SUPER SERVICIO MODELO, SA",6954,-116.6143,31.85,Ensenada,Baja California
34,PL/3608/EXP/ES/2015,22880,22.79,premium,"SUPER SERVICIO MODELO, SA",6954,-116.6143,31.85,Ensenada,Baja California
35,PL/9685/EXP/ES/2015,22880,20.23,regular,SERVICIO BUSTRI S.A. DE C.V.(E6814),10447,-116.5899,31.86228,Ensenada,Baja California
36,PL/9685/EXP/ES/2015,22880,22.15,premium,SERVICIO BUSTRI S.A. DE C.V.(E6814),10447,-116.5899,31.86228,Ensenada,Baja California
37,PL/9688/EXP/ES/2015,22880,20.23,regular,SERVICIO BUSTRI S.A. DE C.V.(E6814),10530,-116.6088,31.8467,Ensenada,Baja California
38,PL/9688/EXP/ES/2015,22880,21.75,diesel,SERVICIO BUSTRI S.A. DE C.V.(E6814),10530,-116.6088,31.8467,Ensenada,Baja California
39,PL/9688/EXP/ES/2015,22880,22.15,premium,SERVICIO BUSTRI S.A. DE C.V.(E6814),10530,-116.6088,31.8467,Ensenada,Baja California
40,PL/897/EXP/ES/2015,22713,20.97,regular,"ESTACION PIRU, S.A. DE C.V.",2048,-117.0457,32.31202,Playas de Rosarito,Baja California
41,PL/897/EXP/ES/2015,22713,22.79,premium,"ESTACION PIRU, S.A. DE C.V.",2048,-117.0457,32.31202,Playas de Rosarito,Baja California
42,PL/8143/EXP/ES/2015,22713,20.99,regular,MINIMERCADOS MEXICANOS S DE RL DE CV,11325,-117.0498,32.32577,Playas de Rosarito,Baja California
43,PL/8143/EXP/ES/2015,22713,23.39,premium,MINIMERCADOS MEXICANOS S DE RL DE CV,11325,-117.0498,32.32577,Playas de Rosarito,Baja California
44,PL/8143/EXP/ES/2015,22713,21.19,diesel,MINIMERCADOS MEXICANOS S DE RL DE CV,11325,-117.0498,32.32577,Playas de Rosarito,Baja California
45,PL/561/EXP/ES/2015,67190,22.39,regular,"PETROMAX, S.A. DE C.V.",2049,-100.184,25.65562,Guadalupe,Nuevo León
46,PL/561/EXP/ES/2015,67190,25.19,premium,"PETROMAX, S.A. DE C.V.",2049,-100.184,25.65562,Guadalupe,Nuevo León
47,PL/561/EXP/ES/2015,67190,22.89,diesel,"PETROMAX, S.A. DE C.V.",2049,-100.184,25.65562,Guadalupe,Nuevo León
48,PL/538/EXP/ES/2015,67190,24.59,premium,"PETROMAX, S.A. DE C.V.",2067,-100.1466,25.66026,Guadalupe,Nuevo León
49,PL/538/EXP/ES/2015,67190,21.99,regular,"PETROMAX, S.A. DE C.V.",2067,-100.1466,25.66026,Guadalupe,Nuevo León
50,PL/4528/EXP/ES/2015,67190,19.8,regular,"Energéticos Guadalupe, S.A. de C.V.",5978,-100.1796,25.6463,Guadalupe,Nuevo León
51,PL/4528/EXP/ES/2015,67190,21.73,premium,"Energéticos Guadalupe, S.A. de C.V.",5978,-100.1796,25.6463,Guadalupe,Nuevo León
52,PL/4852/EXP/ES/2015,67190,21.79,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",6229,-100.1771,25.66739,Guadalupe,Nuevo León
53,PL/4852/EXP/ES/2015,67190,24.39,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",6229,-100.1771,25.66739,Guadalupe,Nuevo León
54,PL/3812/EXP/ES/2015,67190,21.19,regular,"PETROMAX, S.A. DE C.V.",6715,-100.1515,25.64062,Guadalupe,Nuevo León
55,PL/3812/EXP/ES/2015,67190,21.39,diesel,"PETROMAX, S.A. DE C.V.",6715,-100.1515,25.64062,Guadalupe,Nuevo León
56,PL/3812/EXP/ES/2015,67190,25.19,premium,"PETROMAX, S.A. DE C.V.",6715,-100.1515,25.64062,Guadalupe,Nuevo León
57,PL/6656/EXP/ES/2015,67190,25.19,premium,COMBUSTIBLES TERMOGAS SA DE CV,8044,-100.1967,25.66143,Guadalupe,Nuevo León
58,PL/6656/EXP/ES/2015,67190,22.39,regular,COMBUSTIBLES TERMOGAS SA DE CV,8044,-100.1967,25.66143,Guadalupe,Nuevo León
59,PL/6656/EXP/ES/2015,67190,22.89,diesel,COMBUSTIBLES TERMOGAS SA DE CV,8044,-100.1967,25.66143,Guadalupe,Nuevo León
60,PL/7937/EXP/ES/2015,67190,21.79,diesel,"SERVICIO EXPRESS LERMA, S. A. DE C. V.",8638,-100.1977,25.67445,Guadalupe,Nuevo León
61,PL/7937/EXP/ES/2015,67190,21.39,regular,"SERVICIO EXPRESS LERMA, S. A. DE C. V.",8638,-100.1977,25.67445,Guadalupe,Nuevo León
62,PL/7937/EXP/ES/2015,67190,24.1,premium,"SERVICIO EXPRESS LERMA, S. A. DE C. V.",8638,-100.1977,25.67445,Guadalupe,Nuevo León
63,PL/8445/EXP/ES/2015,67190,21.79,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",9368,-100.1911,25.67403,Guadalupe,Nuevo León
64,PL/8445/EXP/ES/2015,67190,24.39,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",9368,-100.1911,25.67403,Guadalupe,Nuevo León
65,PL/8446/EXP/ES/2015,67190,22.19,diesel,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",9842,-100.1917,25.67484,Guadalupe,Nuevo León
66,PL/8446/EXP/ES/2015,67190,21.79,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",9842,-100.1917,25.67484,Guadalupe,Nuevo León
67,PL/8446/EXP/ES/2015,67190,24.39,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",9842,-100.1917,25.67484,Guadalupe,Nuevo León
68,PL/19147/EXP/ES/2016,67190,24.59,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21434,-100.1533,25.65585,Guadalupe,Nuevo León
69,PL/19147/EXP/ES/2016,67190,21.99,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",21434,-100.1533,25.65585,Guadalupe,Nuevo León
70,PL/797/EXP/ES/2015,25730,22.9,regular,AUTOSERVICIO BERLANGA S.A. DE C.V.,2050,-101.4189,26.92554,Monclova,Coahuila de Zaragoza
71,PL/797/EXP/ES/2015,25730,24.49,premium,AUTOSERVICIO BERLANGA S.A. DE C.V.,2050,-101.4189,26.92554,Monclova,Coahuila de Zaragoza
72,PL/779/EXP/ES/2015,25730,22.9,regular,AMC COMBUSTIBLES Y LUBRICANTES S.A. DE C.V.,2125,-101.4206,26.91485,Monclova,Coahuila de Zaragoza
73,PL/779/EXP/ES/2015,25730,24.49,premium,AMC COMBUSTIBLES Y LUBRICANTES S.A. DE C.V.,2125,-101.4206,26.91485,Monclova,Coahuila de Zaragoza
74,PL/779/EXP/ES/2015,25730,23.89,diesel,AMC COMBUSTIBLES Y LUBRICANTES S.A. DE C.V.,2125,-101.4206,26.91485,Monclova,Coahuila de Zaragoza
75,PL/5737/EXP/ES/2015,25730,24.09,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",5234,-101.4173,26.91972,Monclova,Coahuila de Zaragoza
76,PL/5737/EXP/ES/2015,25730,22.49,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",5234,-101.4173,26.91972,Monclova,Coahuila de Zaragoza
77,PL/6448/EXP/ES/2015,25730,23.88,diesel,AUTO SERVICIO COAHUILA S.A. DE C.V.,8463,-101.4255,26.91749,Monclova,Coahuila de Zaragoza
78,PL/6448/EXP/ES/2015,25730,24.48,premium,AUTO SERVICIO COAHUILA S.A. DE C.V.,8463,-101.4255,26.91749,Monclova,Coahuila de Zaragoza
79,PL/6448/EXP/ES/2015,25730,22.89,regular,AUTO SERVICIO COAHUILA S.A. DE C.V.,8463,-101.4255,26.91749,Monclova,Coahuila de Zaragoza
80,PL/8685/EXP/ES/2015,25730,22.9,regular,SERVICIO NEIRA S.A. DE C.V. ,9454,-101.4233,26.91449,Monclova,Coahuila de Zaragoza
81,PL/8685/EXP/ES/2015,25730,24.49,premium,SERVICIO NEIRA S.A. DE C.V. ,9454,-101.4233,26.91449,Monclova,Coahuila de Zaragoza
82,PL/8685/EXP/ES/2015,25730,23.89,diesel,SERVICIO NEIRA S.A. DE C.V. ,9454,-101.4233,26.91449,Monclova,Coahuila de Zaragoza
83,PL/8415/EXP/ES/2015,25730,21.69,regular,ARTURO GUTIERREZ GONZALEZ,9844,-101.53,27.0442,Monclova,Coahuila de Zaragoza
84,PL/8415/EXP/ES/2015,25730,23.65,premium,ARTURO GUTIERREZ GONZALEZ,9844,-101.53,27.0442,Monclova,Coahuila de Zaragoza
85,PL/8415/EXP/ES/2015,25730,22.69,diesel,ARTURO GUTIERREZ GONZALEZ,9844,-101.53,27.0442,Monclova,Coahuila de Zaragoza
86,PL/2895/EXP/ES/2015,25730,22.84,regular,ORSAN DEL NORTE S.A. DE C.V.,10834,-101.4179,26.92651,Monclova,Coahuila de Zaragoza
87,PL/2895/EXP/ES/2015,25730,24.6,premium,ORSAN DEL NORTE S.A. DE C.V.,10834,-101.4179,26.92651,Monclova,Coahuila de Zaragoza
88,PL/583/EXP/ES/2015,87496,21.19,diesel,"PETROMAX, S.A. DE C.V.",2051,-97.44485,25.83842,Matamoros,Tamaulipas
89,PL/583/EXP/ES/2015,87496,18.59,regular,"PETROMAX, S.A. DE C.V.",2051,-97.44485,25.83842,Matamoros,Tamaulipas
90,PL/583/EXP/ES/2015,87496,16.6,premium,"PETROMAX, S.A. DE C.V.",2051,-97.44485,25.83842,Matamoros,Tamaulipas
91,PL/9644/EXP/ES/2015,87496,17.99,regular,AUTO SERVICIO DIAGONAL S.A. DE C.V.,10444,-97.45144,25.84245,Matamoros,Tamaulipas
92,PL/9644/EXP/ES/2015,87496,20.89,premium,AUTO SERVICIO DIAGONAL S.A. DE C.V.,10444,-97.45144,25.84245,Matamoros,Tamaulipas
93,PL/9644/EXP/ES/2015,87496,22.5,diesel,AUTO SERVICIO DIAGONAL S.A. DE C.V.,10444,-97.45144,25.84245,Matamoros,Tamaulipas
94,PL/635/EXP/ES/2015,22000,21.99,regular,"CIRCULO DOS, S.A. DE C.V.",2053,-117.0271,32.5279,Tijuana,Baja California
95,PL/635/EXP/ES/2015,22000,24.19,premium,"CIRCULO DOS, S.A. DE C.V.",2053,-117.0271,32.5279,Tijuana,Baja California
96,PL/636/EXP/ES/2015,22000,21.99,regular,"ESTACION LA VICTORIA, S.A. DE C.V.",2064,-117.0466,32.53171,Tijuana,Baja California
97,PL/636/EXP/ES/2015,22000,23.99,premium,"ESTACION LA VICTORIA, S.A. DE C.V.",2064,-117.0466,32.53171,Tijuana,Baja California
98,PL/709/EXP/ES/2015,22000,21.39,regular,Becktrop Operadora SA de CV,2212,-117.0261,32.5229,Tijuana,Baja California
99,PL/709/EXP/ES/2015,22000,23.79,premium,Becktrop Operadora SA de CV,2212,-117.0261,32.5229,Tijuana,Baja California
100,PL/1531/EXP/ES/2015,22000,21.15,diesel,"Estacion Arreola, S.A. de C.V.",3227,-117.0351,32.53529,Tijuana,Baja California
101,PL/1531/EXP/ES/2015,22000,20.8,regular,"Estacion Arreola, S.A. de C.V.",3227,-117.0351,32.53529,Tijuana,Baja California
102,PL/1531/EXP/ES/2015,22000,22.95,premium,"Estacion Arreola, S.A. de C.V.",3227,-117.0351,32.53529,Tijuana,Baja California
103,PL/1530/EXP/ES/2015,22000,20.9,regular,"Estacion Arreola, S.A. de C.V.",3266,-117.0315,32.53159,Tijuana,Baja California
104,PL/1530/EXP/ES/2015,22000,22.95,premium,"Estacion Arreola, S.A. de C.V.",3266,-117.0315,32.53159,Tijuana,Baja California
105,PL/5884/EXP/ES/2015,22000,21.49,regular,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",5012,-117.034,32.52591,Tijuana,Baja California
106,PL/5884/EXP/ES/2015,22000,23.99,premium,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",5012,-117.034,32.52591,Tijuana,Baja California
107,PL/6858/EXP/ES/2015,22000,20.99,regular,"ESTACION PIRU, S.A. DE C.V.",8362,-117.0376,32.52917,Tijuana,Baja California
108,PL/6858/EXP/ES/2015,22000,22.95,premium,"ESTACION PIRU, S.A. DE C.V.",8362,-117.0376,32.52917,Tijuana,Baja California
109,PL/6604/EXP/ES/2015,22000,20.45,regular,"LUIS ALVAREZ E HIJOS, S.A. DE C.V.",8431,-117.0427,32.54093,Tijuana,Baja California
110,PL/6604/EXP/ES/2015,22000,22.99,premium,"LUIS ALVAREZ E HIJOS, S.A. DE C.V.",8431,-117.0427,32.54093,Tijuana,Baja California
111,PL/6604/EXP/ES/2015,22000,21.59,diesel,"LUIS ALVAREZ E HIJOS, S.A. DE C.V.",8431,-117.0427,32.54093,Tijuana,Baja California
112,PL/9182/EXP/ES/2015,22000,20.45,regular,JOSE MAURICIO NUÑEZ MARTINEZ,10159,-117.0404,32.53925,Tijuana,Baja California
113,PL/9182/EXP/ES/2015,22000,22.65,premium,JOSE MAURICIO NUÑEZ MARTINEZ,10159,-117.0404,32.53925,Tijuana,Baja California
114,PL/10066/EXP/ES/2015,22000,20.59,regular,SERVICIO YAGUES S DE RL ,11457,-117.0507,32.53447,Tijuana,Baja California
115,PL/10066/EXP/ES/2015,22000,22.95,premium,SERVICIO YAGUES S DE RL ,11457,-117.0507,32.53447,Tijuana,Baja California
116,PL/10188/EXP/ES/2015,22000,20.85,regular,ALEJANNDRO BORJA GONZALEZ SUCESION TESTAMENTARIA,11574,-117.0354,32.52391,Tijuana,Baja California
117,PL/10188/EXP/ES/2015,22000,22.95,premium,ALEJANNDRO BORJA GONZALEZ SUCESION TESTAMENTARIA,11574,-117.0354,32.52391,Tijuana,Baja California
118,PL/18957/EXP/ES/2016,22000,15.99,regular,Servicio Ravello S.A de C.V.,21166,-117.0346,32.53296,Tijuana,Baja California
119,PL/18957/EXP/ES/2016,22000,17.71,premium,Servicio Ravello S.A de C.V.,21166,-117.0346,32.53296,Tijuana,Baja California
120,PL/18957/EXP/ES/2016,22000,16.98,diesel,Servicio Ravello S.A de C.V.,21166,-117.0346,32.53296,Tijuana,Baja California
121,PL/18917/EXP/ES/2016,22000,21.49,regular,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",21271,-117.0349,32.52983,Tijuana,Baja California
122,PL/18917/EXP/ES/2016,22000,23.99,premium,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",21271,-117.0349,32.52983,Tijuana,Baja California
123,PL/18917/EXP/ES/2016,22000,21.29,diesel,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",21271,-117.0349,32.52983,Tijuana,Baja California
124,PL/868/EXP/ES/2015,54010,22.69,regular,"Servicio Sevilla, S.A. de C.V.",2054,-99.1973,19.58616,Tlalnepantla de Baz,México
125,PL/868/EXP/ES/2015,54010,24.59,premium,"Servicio Sevilla, S.A. de C.V.",2054,-99.1973,19.58616,Tlalnepantla de Baz,México
126,PL/7519/EXP/ES/2015,54010,22.79,regular,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",8847,-99.20292,19.58536,Tlalnepantla de Baz,México
127,PL/7519/EXP/ES/2015,54010,24.19,premium,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",8847,-99.20292,19.58536,Tlalnepantla de Baz,México
128,PL/7519/EXP/ES/2015,54010,23.69,diesel,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",8847,-99.20292,19.58536,Tlalnepantla de Baz,México
129,PL/5060/EXP/ES/2015,54010,22.68,regular,PRESTADORA DE SERVICIOS DESEO SA DE CV,11204,-99.20363,19.58133,Tlalnepantla de Baz,México
130,PL/5060/EXP/ES/2015,54010,24.75,premium,PRESTADORA DE SERVICIOS DESEO SA DE CV,11204,-99.20363,19.58133,Tlalnepantla de Baz,México
131,PL/5060/EXP/ES/2015,54010,23.97,diesel,PRESTADORA DE SERVICIOS DESEO SA DE CV,11204,-99.20363,19.58133,Tlalnepantla de Baz,México
132,PL/558/EXP/ES/2015,67154,24.39,premium,"PETROMAX, S.A. DE C.V.",2055,-100.2365,25.6788,Guadalupe,Nuevo León
133,PL/558/EXP/ES/2015,67154,21.39,regular,"PETROMAX, S.A. DE C.V.",2055,-100.2365,25.6788,Guadalupe,Nuevo León
134,PL/10963/EXP/ES/2015,67154,20.99,regular,"SERVICIO PLAZA JARDIN, S.A. DE C.V.",13249,-100.2314,25.67811,Guadalupe,Nuevo León
135,PL/10963/EXP/ES/2015,67154,23.3,premium,"SERVICIO PLAZA JARDIN, S.A. DE C.V.",13249,-100.2314,25.67811,Guadalupe,Nuevo León
136,PL/10963/EXP/ES/2015,67154,21.99,diesel,"SERVICIO PLAZA JARDIN, S.A. DE C.V.",13249,-100.2314,25.67811,Guadalupe,Nuevo León
137,PL/887/EXP/ES/2015,29264,21.73,regular,"GASOLINERA HUITEPEC, S.A. DE C.V.",2056,-92.65437,16.73187,San Cristóbal de las Casas,Chiapas
138,PL/887/EXP/ES/2015,29264,23.05,premium,"GASOLINERA HUITEPEC, S.A. DE C.V.",2056,-92.65437,16.73187,San Cristóbal de las Casas,Chiapas
139,PL/887/EXP/ES/2015,29264,22.68,diesel,"GASOLINERA HUITEPEC, S.A. DE C.V.",2056,-92.65437,16.73187,San Cristóbal de las Casas,Chiapas
140,PL/2816/EXP/ES/2015,29264,22.61,premium,JUAN OSCAR LIEVANO NARVAEZ,4412,-92.65286,16.7213,San Cristóbal de las Casas,Chiapas
141,PL/2816/EXP/ES/2015,29264,22.98,diesel,JUAN OSCAR LIEVANO NARVAEZ,4412,-92.65286,16.7213,San Cristóbal de las Casas,Chiapas
142,PL/2816/EXP/ES/2015,29264,20.75,regular,JUAN OSCAR LIEVANO NARVAEZ,4412,-92.65286,16.7213,San Cristóbal de las Casas,Chiapas
143,PL/2663/EXP/ES/2015,29264,20.99,regular,JUAN OSCAR LIEVANO NARVAEZ,4478,-92.65962,16.73011,San Cristóbal de las Casas,Chiapas
144,PL/2663/EXP/ES/2015,29264,22.99,diesel,JUAN OSCAR LIEVANO NARVAEZ,4478,-92.65962,16.73011,San Cristóbal de las Casas,Chiapas
145,PL/2663/EXP/ES/2015,29264,22.8,premium,JUAN OSCAR LIEVANO NARVAEZ,4478,-92.65962,16.73011,San Cristóbal de las Casas,Chiapas
146,PL/3310/EXP/ES/2015,29264,20.94,regular,SERVICIO LAS GASTELEÑAS S.A. DE C.V.,7431,-92.65114,16.72152,San Cristóbal de las Casas,Chiapas
147,PL/3310/EXP/ES/2015,29264,22.59,premium,SERVICIO LAS GASTELEÑAS S.A. DE C.V.,7431,-92.65114,16.72152,San Cristóbal de las Casas,Chiapas
148,PL/3310/EXP/ES/2015,29264,22.99,diesel,SERVICIO LAS GASTELEÑAS S.A. DE C.V.,7431,-92.65114,16.72152,San Cristóbal de las Casas,Chiapas
149,PL/454/EXP/ES/2015,88787,19.99,premium,"PETROMAX, S.A. DE C.V.",2057,-98.20425,26.0139,Reynosa,Tamaulipas
150,PL/454/EXP/ES/2015,88787,16.99,regular,"PETROMAX, S.A. DE C.V.",2057,-98.20425,26.0139,Reynosa,Tamaulipas
151,PL/8762/EXP/ES/2015,88787,17.03,regular,BURGOS PLUS GASOLINERAS S.A. DE C.V.,9743,-98.20662,26.00836,Reynosa,Tamaulipas
152,PL/8762/EXP/ES/2015,88787,21.89,diesel,BURGOS PLUS GASOLINERAS S.A. DE C.V.,9743,-98.20662,26.00836,Reynosa,Tamaulipas
153,PL/8762/EXP/ES/2015,88787,19.98,premium,BURGOS PLUS GASOLINERAS S.A. DE C.V.,9743,-98.20662,26.00836,Reynosa,Tamaulipas
154,PL/11515/EXP/ES/2015,88787,17.03,regular,EMPRESAS LUEBBERT SA DE CV,13869,-98.21318,26.01594,Reynosa,Tamaulipas
155,PL/11515/EXP/ES/2015,88787,19.98,premium,EMPRESAS LUEBBERT SA DE CV,13869,-98.21318,26.01594,Reynosa,Tamaulipas
156,PL/11515/EXP/ES/2015,88787,21.89,diesel,EMPRESAS LUEBBERT SA DE CV,13869,-98.21318,26.01594,Reynosa,Tamaulipas
157,PL/795/EXP/ES/2015,31146,22.3,diesel,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,2060,-106.1008,28.73367,Chihuahua,Chihuahua
158,PL/795/EXP/ES/2015,31146,21.1,regular,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,2060,-106.1008,28.73367,Chihuahua,Chihuahua
159,PL/795/EXP/ES/2015,31146,23.3,premium,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,2060,-106.1008,28.73367,Chihuahua,Chihuahua
160,PL/789/EXP/ES/2015,31146,22.3,diesel,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,2419,-106.0961,28.72977,Chihuahua,Chihuahua
161,PL/789/EXP/ES/2015,31146,21.1,regular,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,2419,-106.0961,28.72977,Chihuahua,Chihuahua
162,PL/789/EXP/ES/2015,31146,23.3,premium,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,2419,-106.0961,28.72977,Chihuahua,Chihuahua
163,PL/13285/EXP/ES/2016,31146,21.89,regular,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",15850,-106.0832,28.71007,Chihuahua,Chihuahua
164,PL/13285/EXP/ES/2016,31146,22.19,diesel,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",15850,-106.0832,28.71007,Chihuahua,Chihuahua
165,PL/13285/EXP/ES/2016,31146,24.19,premium,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",15850,-106.0832,28.71007,Chihuahua,Chihuahua
166,PL/505/EXP/ES/2015,48760,22.19,regular,"GRUPO OCTANO, S.A. DE C.V.",2061,-103.9754,19.77838,Tonaya,Jalisco
167,PL/505/EXP/ES/2015,48760,23.29,premium,"GRUPO OCTANO, S.A. DE C.V.",2061,-103.9754,19.77838,Tonaya,Jalisco
168,PL/505/EXP/ES/2015,48760,23.14,diesel,"GRUPO OCTANO, S.A. DE C.V.",2061,-103.9754,19.77838,Tonaya,Jalisco
169,PL/708/EXP/ES/2015,22660,20.89,regular,Becktrop Operadora SA de CV,2062,-117.0249,32.45102,Tijuana,Baja California
