gas_price;gas_type;place_id
22.99;diesel;5252
23.5;premium;5252
21.99;regular;4970
24.19;premium;4970
23.19;diesel;4970
21.65;regular;5204
22.42;premium;5204
22.62;diesel;5204
21.99;regular;5568
24.49;premium;5568
23.49;diesel;5568
21.79;diesel;2097
19.89;regular;2097
21.99;premium;2097
22.3;regular;5182
24.1;premium;5182
23.84;diesel;5182
24.29;diesel;5056
21.5;regular;5056
23.1;premium;5056
21.99;regular;5565
23.99;premium;5565
21.29;regular;4667
23.99;premium;4667
22.91;diesel;4667
22.49;regular;5018
24.19;premium;5018
23.19;diesel;5018
22.99;diesel;4954
23.2;regular;4954
25.1;premium;4954
22.49;regular;5055
24.49;premium;5055
21.79;regular;5269
23.99;premium;5269
20.2;regular;4696
22;premium;4696
21.6;diesel;4696
20.95;regular;4769
22.65;premium;4769
22.65;diesel;4769
23.19;regular;2219
25.19;premium;2219
21.79;regular;5041
22.69;diesel;5041
21.39;regular;5478
23.99;premium;5478
22.49;diesel;5478
22.6;premium;5515
23;diesel;5515
21.1;regular;5515
19.8;regular;4631
22;premium;4631
21.9;diesel;4631
20.69;regular;5563
22.14;premium;5563
21.64;diesel;5563
22.59;regular;5744
24.49;premium;5744
22.99;diesel;5744
21.59;regular;4697
23.39;premium;4697
22.99;diesel;4697
22.23;regular;5680
23.58;diesel;5680
23.59;premium;5680
22.29;regular;5296
24.29;premium;5296
22.93;diesel;4694
23.21;regular;4694
25.19;premium;4694
21.79;regular;2480
24.39;premium;2480
23.99;premium;5286
23.39;diesel;5286
21.69;regular;5286
23.29;diesel;4657
21.69;regular;4657
23.79;premium;4657
21.65;regular;5036
22.99;premium;5036
22.3;diesel;5036
21.1;regular;4724
22.6;premium;4724
22.65;diesel;4724
21.21;regular;5460
22.7;premium;5460
22.5;diesel;5460
21.94;regular;5717
23.24;premium;5717
21;regular;5159
22.99;diesel;5159
21.99;diesel;4726
20.89;regular;4726
21.79;premium;4726
21.79;regular;5139
23.99;premium;5139
22.69;diesel;5139
23.59;diesel;4990
22.59;regular;4990
23.85;premium;4990
21.89;regular;2235
23.99;premium;2235
21.39;regular;4801
23.19;premium;4801
22.39;diesel;4801
21.99;regular;5543
23.4;premium;5543
23.1;premium;4702
21.65;regular;4702
22.97;diesel;4702
20.54;regular;4979
22.59;premium;4979
22.19;diesel;4979
21.19;regular;5711
23.09;premium;5711
21.99;diesel;5454
20.99;regular;5454
22.1;premium;5454
22.34;regular;5077
23.19;premium;5077
22.82;premium;4708
21.1;regular;4708
22.52;diesel;4708
21.65;regular;5213
22.95;premium;5213
22.9;diesel;5213
22.9;regular;5170
24.47;premium;5170
23.85;diesel;5170
22.79;regular;2261
25.19;premium;2261
22.39;regular;4972
23.17;premium;4972
23.57;diesel;4972
21.57;regular;4988
23.65;premium;4988
22.3;diesel;4988
21.19;regular;4749
23.49;premium;4749
22.9;premium;5642
21.35;regular;5642
22.67;diesel;5642
21.4;regular;4701
23.1;premium;4701
23;diesel;4701
20.99;regular;5216
22.09;premium;5216
21.99;diesel;5216
21.6;regular;4703
23.6;premium;4703
23.3;diesel;4703
19.99;regular;5559
22.36;premium;5559
22.09;regular;4712
23.99;premium;4712
22.65;diesel;4712
21.76;diesel;4925
20.75;regular;4925
22.17;premium;4925
21.29;regular;2500
24.79;premium;2500
23.85;premium;5622
21.89;diesel;5622
20.98;regular;5622
22.39;regular;4797
23.77;diesel;4797
23.03;premium;4797
20.99;regular;5442
23.39;premium;5442
21.25;regular;4744
22.8;premium;4744
22.75;diesel;4744
21.45;premium;5178
19.92;regular;5178
21.19;regular;5294
23.19;premium;5294
21.45;regular;5162
23.1;premium;5162
22.9;diesel;5162
20.69;regular;5267
22.99;premium;5267
22.39;diesel;5267
22.3;diesel;5292
20.8;regular;5292
22.45;premium;5292
22.3;regular;4999
24.5;premium;4999
23.75;diesel;4999
21.79;regular;2338
24.49;premium;2338
22.14;regular;4974
24.5;premium;4974
23.83;diesel;4974
22.9;regular;5287
23.85;diesel;5287
22.45;regular;5007
23.9;premium;5007
23.95;diesel;5007
21.35;regular;4927
22.95;premium;4927
23.1;diesel;4927
22.86;regular;5226
21.49;regular;5662
23.49;premium;5662
23.49;diesel;5662
22.36;regular;5043
25.5;diesel;5043
21.99;regular;4795
22.94;premium;4795
23.45;diesel;4795
22.9;regular;5201
24.47;premium;5201
23.85;diesel;5201
23.29;diesel;4718
21.99;regular;4718
23.69;premium;4718
21.99;regular;2103
22.79;diesel;2103
24.19;premium;2103
23.1;diesel;4882
21.99;regular;4882
23.2;premium;4882
23.29;diesel;4729
21.99;regular;4729
23.69;premium;4729
20.99;regular;4909
23.05;premium;4909
22.89;diesel;4909
22.29;regular;5387
24.49;premium;5387
23.19;diesel;5387
23.29;diesel;4742
21.99;regular;4742
23.69;premium;4742
22.99;premium;5715
23.59;diesel;5715
21.99;regular;5715
19.43;regular;4635
21.51;premium;4635
23.29;diesel;4949
21.99;regular;4949
23.69;premium;4949
21;regular;5023
23;premium;5023
20.55;regular;5392
22.7;premium;5392
22.35;diesel;5392
19.99;premium;2461
16.99;regular;2461
15.73;regular;4828
22.99;premium;5551
23.59;diesel;5551
21.99;regular;5551
20.55;regular;5200
22.7;premium;5200
22.35;diesel;5200
22.69;regular;5657
24.29;premium;5657
23.39;diesel;5657
22.34;regular;5462
23.19;premium;5462
23.55;diesel;5462
21.49;regular;5303
23.49;premium;5303
22.89;diesel;5303
20.99;regular;5288
21.99;premium;5288
23.29;diesel;4839
21.99;regular;4839
23.69;premium;4839
23.29;diesel;5399
21.99;regular;5399
23.69;premium;5399
21.4;regular;4796
23.6;premium;4796
22.8;diesel;4796
19.99;premium;2111
16.99;regular;2111
23.59;premium;5364
21.49;regular;5364
22.99;diesel;5364
21.28;regular;4891
22.43;diesel;4891
21.1;regular;4665
22.87;premium;4665
22.75;diesel;4665
15.62;regular;5706
16.61;diesel;5706
21.99;regular;5678
22.69;diesel;5678
22.19;diesel;4816
21.19;regular;4816
22.39;diesel;4640
21.19;regular;4640
22.59;regular;4760
24.29;premium;4760
23.29;diesel;4760
24.15;premium;5245
22.89;diesel;5245
21.99;regular;5245
21.89;regular;5424
23.89;premium;5424
19.99;premium;2493
16.99;regular;2493
21.89;regular;5579
23.29;premium;5579
23.49;diesel;5579
22.89;diesel;5052
21.89;regular;5052
23.95;premium;5052
22.87;regular;4892
23.76;premium;4892
24.2;diesel;4892
21.9;regular;5419
22.7;diesel;5419
20.8;regular;5623
22.3;premium;5623
22.6;diesel;5623
21.69;regular;5351
23.99;premium;5351
21.59;diesel;4850
22.59;premium;4850
19.99;regular;4850
21.89;regular;4896
23.99;premium;4896
21.99;regular;5545
22.94;premium;5545
23.45;diesel;5545
21.99;regular;5166
24.69;premium;5166
23.09;diesel;5166
22.69;diesel;2094
23.19;regular;2094
25.19;premium;2094
21.75;regular;5395
23.65;premium;5395
22.69;diesel;5395
20.99;regular;5206
23.95;premium;5206
22.96;diesel;5206
22.4;regular;5113
24.6;premium;5113
23;diesel;5113
24.57;premium;5354
23.66;regular;5354
20.6;regular;5202
22.75;premium;5202
22.75;diesel;5202
21.49;regular;5306
23.89;premium;5306
23.19;diesel;5306
23.09;regular;4743
25.09;premium;4743
21.19;regular;5390
22.87;premium;5390
22.62;diesel;5390
20.98;regular;5218
23.98;premium;5218
21.98;diesel;5218
20.18;regular;5098
22.6;premium;5098
21.94;diesel;5098
21.49;regular;2228
25.19;premium;2228
22.89;diesel;2228
24.62;premium;5357
23.69;regular;5357
24.7;diesel;5357
20.5;regular;5489
22.2;premium;5489
21.33;regular;4930
22.82;premium;4930
21.99;regular;5199
22.94;premium;5199
21.91;regular;5474
24.11;premium;5474
23.05;diesel;5474
21.49;regular;5012
23.99;premium;5012
21.79;regular;4711
23.79;premium;4711
20.39;regular;4720
23.49;premium;4720
21.89;diesel;4720
22.19;regular;4821
24.59;premium;4821
20.02;regular;4843
23.1;premium;4843
22;diesel;4843
21.59;regular;2456
25.19;premium;2456
21.65;regular;5011
24.28;premium;5011
23.39;diesel;5011
21.69;regular;5167
22.84;diesel;5167
21.65;regular;4656
22.35;diesel;4656
24.25;premium;4977
23.29;diesel;4977
22.49;regular;4977
22.81;diesel;5008
21.66;regular;5008
23.66;premium;5008
21.69;regular;4994
24.09;premium;4994
22.95;diesel;4994
22.19;regular;5544
23.49;premium;5544
23.49;diesel;5544
21.29;regular;5163
23.99;premium;5163
22.91;diesel;5163
23.89;premium;5470
21.05;regular;5470
21.29;regular;5258
23.99;premium;5258
22.91;diesel;5258
23.19;regular;2472
25.19;premium;2472
21.59;regular;4855
23.89;premium;4855
22.69;diesel;4855
21.65;regular;5006
23.15;premium;5006
22.35;diesel;5006
21.99;regular;5134
22.94;premium;5134
23.45;diesel;5134
20.85;regular;5584
22.8;premium;5584
21.95;diesel;5584
20.69;diesel;4837
19.29;regular;4837
21.29;premium;4837
17.45;regular;5404
18.98;premium;5404
19;diesel;5404
22.34;regular;5448
23.19;premium;5448
23.55;diesel;5448
22;diesel;5729
22.13;regular;5729
17.59;premium;5321
16.29;regular;5321
20.99;regular;5099
22.99;premium;5099
22.99;regular;2416
25.19;premium;2416
20.69;regular;5741
23.49;premium;5741
22.29;regular;5109
23.39;premium;5109
22.95;diesel;5109
21.09;regular;11194
24.39;premium;11194
22.99;diesel;11194
21.39;regular;4831
23.33;premium;4831
22.99;diesel;4831
21.69;regular;4738
23.64;premium;4738
22.69;diesel;4738
21.99;regular;5072
23.74;premium;5072
22.89;diesel;5072
20.05;regular;4757
22.55;premium;4757
21.39;diesel;4757
16.39;regular;5285
16.39;regular;5214
18.49;premium;5214
16.39;regular;5571
19.99;premium;2043
16.99;regular;2043
16.39;regular;5290
19.82;regular;5156
22.09;premium;5156
21.7;diesel;5156
20.39;regular;5396
22.59;premium;5396
22.39;diesel;5396
21.71;regular;5105
23.5;premium;5105
23.19;diesel;5105
22.2;regular;5697
21.95;regular;4722
23.9;premium;4722
20.59;regular;5567
22.49;premium;5567
21.59;diesel;5567
21.49;regular;5408
22.59;premium;5408
23.59;diesel;5408
19.69;regular;4959
20.63;premium;4959
20.93;diesel;4959
24.39;premium;5724
22.39;regular;5724
23.34;diesel;5724
21.69;diesel;2086
19.69;regular;2086
21.99;premium;2086
21.99;regular;5730
23.19;premium;5730
22.89;diesel;5730
20.48;regular;5136
22.62;premium;5136
20.93;regular;5279
22.99;premium;5279
22.99;diesel;5279
21.27;regular;5369
23.8;premium;5369
23.2;diesel;5369
22.94;diesel;4792
21.69;regular;4792
20.9;regular;5509
22.5;premium;5509
21.99;diesel;5237
20.89;regular;5237
22.49;premium;5237
21.39;regular;5235
23.33;premium;5235
23.09;diesel;5235
23.05;premium;5038
19.83;regular;5038
23.69;premium;4691
21.59;regular;4691
24.49;diesel;4691
21.19;diesel;2051
18.59;regular;2051
16.6;premium;2051
21.99;regular;5121
23.89;premium;5121
22.73;diesel;5121
22.95;diesel;5632
21.99;regular;5632
25.15;premium;5632
22.07;regular;4763
23.17;premium;4763
23.35;diesel;4763
21.88;regular;5670
23.95;premium;5670
21.99;regular;5586
24.89;premium;5586
22.79;diesel;5586
21.99;regular;5661
23.1;premium;5661
23.7;diesel;5661
21.94;regular;4899
23.99;premium;4899
22.89;diesel;4899
21.99;regular;4810
23.99;premium;4810
22.99;diesel;4810
16.49;regular;4976
21.49;regular;4776
23.49;premium;4776
22.49;diesel;4776
19.99;premium;2369
16.99;regular;2369
20.85;premium;4963
18.84;regular;4963
20.49;premium;4958
18.34;regular;4958
19.99;diesel;4958
21.79;regular;5391
23.59;premium;5391
23.39;diesel;5391
20.89;regular;5047
22.99;premium;5047
22.39;diesel;5047
20.79;regular;5490
22.99;premium;5490
22.39;diesel;5490
22.29;diesel;4684
21.59;regular;4684
23.59;premium;4684
22.55;premium;5745
20.75;regular;5745
22.38;diesel;5745
20.29;regular;4926
22.49;premium;4926
23.5;regular;5158
24;premium;5158
23.5;diesel;5158
20.89;regular;5265
22.79;premium;5265
22.79;regular;2406
25.19;premium;2406
16.49;regular;5502
21.8;regular;5239
24.47;premium;5239
22.76;diesel;5239
24.39;premium;5520
22.39;regular;5520
23.34;diesel;5520
16.39;regular;5669
18.49;premium;5669
23.49;premium;4833
22.69;diesel;4833
21.3;regular;4833
21.49;regular;5429
22.99;diesel;5429
20.99;regular;5169
22.99;premium;5169
21.2;regular;5335
23.3;premium;5335
22.7;diesel;5335
20.66;premium;4876
19.27;regular;4876
16.45;diesel;4876
22.39;diesel;4953
22.99;premium;4953
20.99;regular;4953
19.99;premium;2081
16.99;regular;2081
21.99;regular;4836
23.5;premium;4836
23.4;diesel;4836
18.89;premium;5141
15.69;regular;5141
20.75;regular;4847
22.75;premium;4847
21.99;diesel;4847
20.98;regular;5413
23.36;premium;5413
21.92;diesel;5413
20.87;regular;4866
22.75;premium;4866
21.99;diesel;4866
21.4;regular;5348
22.9;diesel;5348
20.75;regular;4920
22.75;premium;4920
22.39;diesel;4920
20.75;regular;4849
22.75;premium;4849
21.99;diesel;4849
16.39;regular;5664
18.49;premium;5664
20.8;regular;5691
22.75;premium;5691
22.15;diesel;5691
25.19;premium;2385
21.69;regular;2385
21.89;regular;5144
23.29;premium;5144
22.56;diesel;5144
20.17;regular;4918
22.01;premium;4918
21.86;diesel;4918
20.65;regular;5297
22.75;premium;5297
21.99;diesel;5297
21.45;regular;4664
22.45;diesel;4664
22.99;premium;4664
21.09;regular;4692
23.49;premium;4692
22.89;regular;4773
24.99;premium;4773
21.45;regular;5242
22.45;diesel;5242
22.99;premium;5242
21.89;regular;4950
23.29;premium;4950
22.56;diesel;4950
21.54;regular;4755
23.72;premium;4755
22.69;diesel;4755
20.99;regular;4659
23.84;premium;4659
22.98;diesel;4659
22.99;regular;2271
25.19;premium;2271
21.49;regular;4842
23.49;premium;4842
23.49;diesel;4842
24;premium;4883
23.9;diesel;4883
22.34;regular;4883
20.99;regular;5684
23.19;premium;5684
21.99;diesel;5684
21.9;regular;5291
23.99;premium;5291
21.58;diesel;5291
23.4;premium;5753
22.6;diesel;5753
21.4;regular;5753
20.99;regular;5164
22.5;diesel;5164
22.38;premium;5164
22.19;diesel;5189
20.37;regular;5189
22.15;premium;5189
21.74;regular;5674
23.54;premium;5674
22.49;diesel;5674
20.9;regular;5728
19.89;regular;5667
21.7;premium;5667
21.6;diesel;5667
24.19;premium;2108
20.99;regular;2108
22.8;regular;5360
23.8;diesel;5360
22.6;regular;5722
23.8;premium;5722
23.5;diesel;5722
20;regular;5233
22.5;premium;5233
21.19;regular;5184
22.98;premium;5184
22.7;premium;5128
22.75;diesel;5128
21.08;regular;5128
20.83;regular;5175
22.51;premium;5175
21.19;regular;4832
22.79;premium;4832
22.79;diesel;4832
22.05;regular;5295
23.75;premium;5295
23.35;diesel;5295
20.09;regular;5673
21.79;premium;5673
21.39;diesel;5673
22;regular;5028
23;premium;5028
23.5;diesel;5028
19.99;premium;2418
16.99;regular;2418
21.9;regular;5332
20.69;regular;5397
22.89;premium;5397
21.31;regular;5120
22.67;diesel;5120
22.49;premium;5120
21.99;regular;5001
23.69;premium;5001
21.99;diesel;5001
20.29;premium;4947
17.19;regular;4947
20.35;regular;4740
22.45;premium;4740
21.85;diesel;4740
21.95;regular;5067
24.35;premium;5067
22.29;diesel;5067
21.45;regular;5582
23;premium;5582
23;diesel;5582
20.59;regular;4811
22.49;diesel;4811
20.79;regular;5636
22.69;premium;5636
22.19;diesel;5636
19.99;premium;2564
21.79;diesel;2564
18.49;regular;2564
21.95;regular;5638
24.35;premium;5638
22.29;diesel;5638
20.98;regular;5595
23.18;premium;5595
22.63;diesel;5595
21.54;regular;5428
23.52;premium;5428
22.64;diesel;5428
22.92;diesel;4852
21.39;regular;4852
23.3;premium;4852
21.19;regular;4699
23.08;premium;4699
22.88;diesel;4699
16.88;regular;5602
17.5;premium;5602
18.66;diesel;5602
21.05;regular;4934
22.55;premium;4934
21.39;regular;5344
23.3;premium;5344
22.92;diesel;5344
22.5;regular;5573
23.47;premium;5573
23.05;diesel;5573
20.99;regular;5289
22.99;premium;5289
22.49;diesel;5289
22.39;regular;2190
24.29;premium;2190
22.99;diesel;2190
24.1;diesel;5436
22.3;regular;5436
24;premium;5436
22.32;regular;5186
23.29;premium;5186
23.49;diesel;5186
24.09;premium;5234
22.49;regular;5234
22.2;regular;5151
23.8;premium;5151
23.8;diesel;5151
20.99;regular;5611
23.19;premium;5611
21.99;diesel;5611
21.39;regular;4727
22.89;diesel;4727
21.75;regular;5493
23.75;premium;5493
22.7;diesel;5493
21.4;regular;4878
23.75;premium;4878
22.5;diesel;4878
21.59;regular;5149
22.99;diesel;5149
22.99;premium;5149
21.85;regular;4668
23.35;diesel;4668
23.15;premium;4668
22.69;regular;2439
25.19;premium;2439
23.89;diesel;5641
21.95;regular;5641
23.69;premium;5641
22.29;regular;5554
24.19;premium;5554
23.19;diesel;5554
21.44;regular;5488
23.59;premium;5488
22.73;diesel;5488
15.79;regular;5312
21.59;diesel;5312
18.38;premium;5312
20.74;regular;4770
22.49;diesel;4770
21.9;premium;4770
21.94;regular;5519
23.75;premium;5519
23.75;diesel;5519
21.39;regular;5322
22.89;premium;5322
22.89;diesel;5322
20.6;regular;5735
21.9;diesel;5735
22.35;regular;4960
23.37;premium;4960
23.17;diesel;4960
20.95;regular;4730
22.59;premium;4730
22.49;diesel;4730
22.09;regular;2530
24.29;premium;2530
21.99;diesel;2530
21.94;regular;5675
23.75;premium;5675
23.75;diesel;5675
23.91;diesel;5621
22.06;regular;5621
24.53;premium;5621
21.39;regular;5177
22.89;premium;5177
22.89;diesel;5177
20.2;regular;5112
22.5;premium;5112
21.75;diesel;5112
21.45;regular;4867
24.19;premium;4867
22.39;diesel;4867
20.75;regular;5576
22.8;premium;5576
22.2;diesel;5576
21.99;regular;4752
23.89;premium;4752
22.73;diesel;4752
21.39;regular;4670
22.89;premium;4670
22.89;diesel;4670
24.49;premium;5633
22.69;regular;5633
23.64;diesel;5633
18.19;regular;5003
20.49;premium;5003
21.79;diesel;5003
21.69;regular;2114
25.19;premium;2114
23;regular;4790
25.04;premium;4790
22.78;diesel;4790
24.49;premium;5721
22.69;regular;5721
23.64;diesel;5721
21.85;regular;5263
24.09;premium;5263
22.89;diesel;5263
22.39;regular;5541
24.32;premium;5541
23.09;diesel;5541
21.58;regular;5658
22.78;premium;5658
22.98;diesel;5658
21.89;regular;5283
23.95;premium;5283
23.7;diesel;5283
23.09;diesel;4735
24.69;premium;4735
21.99;regular;4735
21.27;regular;5455
22.55;diesel;5455
22.99;premium;5455
22.99;premium;5148
21.69;diesel;5148
20.89;regular;5148
21.7;regular;5211
23.5;premium;5211
22.6;diesel;5211
21.99;regular;2178
25.19;premium;2178
21.44;regular;5695
23.19;premium;5695
22.84;diesel;5695
21.29;regular;4942
23.78;premium;4942
23.13;diesel;4942
19.75;regular;4686
21.59;premium;4686
21.67;diesel;4686
22.89;regular;5440
24.39;premium;5440
19.99;regular;4676
21.69;premium;4676
21.51;diesel;4676
21.29;regular;4683
22.49;premium;4683
23.99;diesel;4683
21.29;regular;4932
23.15;premium;4932
22.89;diesel;4932
22.59;regular;5445
24.59;premium;5445
23.19;diesel;5445
21.49;regular;5380
23.8;premium;5380
22.45;diesel;5380
22.69;regular;4679
24.59;premium;4679
23.19;regular;2244
25.19;premium;2244
21.65;regular;5410
23.85;premium;5410
23.25;diesel;5410
18.3;regular;5481
18;diesel;5481
22.89;regular;4661
24.39;premium;4661
20.6;regular;4785
22.5;premium;4785
19.79;regular;5094
21.63;premium;5094
21.59;diesel;5094
22.27;regular;5373
24.39;premium;5373
23.57;diesel;5373
21.69;regular;4846
23.99;premium;4846
22.99;diesel;4846
21.57;regular;4693
23.69;premium;4693
22.99;diesel;4693
21.69;regular;4965
23.99;premium;4965
22.99;diesel;4965
21.9;regular;5625
23.6;premium;5625
22.2;diesel;5625
19.99;premium;2473
16.99;regular;2473
20.59;regular;4951
22.79;premium;4951
22.99;diesel;4951
20.99;regular;5627
23.04;premium;5627
22.89;regular;5227
24.39;premium;5227
20.57;regular;5005
22.57;premium;5005
20.97;diesel;5005
21.99;regular;5078
24.15;premium;5078
21.89;regular;5740
24.09;premium;5740
22.79;diesel;5740
20.79;regular;4685
22.79;premium;4685
22.39;diesel;4685
21.44;regular;4791
23.19;premium;4791
22.84;diesel;4791
20.43;regular;5473
15.84;regular;5104
18.25;premium;5104
23.19;regular;2534
25.19;premium;2534
21.79;regular;5532
23.19;premium;5532
23.19;diesel;5532
22.18;regular;4771
23.98;premium;4771
22.18;regular;5615
23.98;premium;5615
22.89;regular;5147
24.59;premium;5147
24.99;diesel;5147
22.25;regular;4875
24.59;premium;4875
23.45;diesel;4875
21.19;regular;4966
23.39;premium;4966
22.69;regular;4623
24.69;premium;4623
23.29;diesel;4623
21.51;regular;5617
23.41;premium;5617
22.98;diesel;5617
23.09;regular;4728
25.19;premium;4728
22.99;diesel;4728
21.99;regular;4779
23.99;premium;4779
22.89;diesel;4779
23.19;regular;2352
25.19;premium;2352
24.49;premium;5536
21.99;regular;5536
22.4;regular;5205
24.2;premium;5205
21.19;regular;5061
23.15;premium;5061
22.95;diesel;5061
21.9;regular;5537
22.9;premium;5537
22.98;diesel;5537
21.99;regular;5308
23.69;premium;5308
22.69;diesel;5308
21.29;regular;5546
22.73;diesel;5546
20.99;regular;5412
23.21;premium;5412
21.94;regular;5031
23.24;premium;5031
22.89;diesel;5031
21.94;regular;5616
23.24;premium;5616
22.89;diesel;5616
21.55;regular;4783
23.05;premium;4783
21.29;regular;2299
24.59;premium;2299
21.99;regular;5693
24.39;premium;5693
22.69;regular;5318
24.39;premium;5318
22.99;diesel;5318
20.99;regular;4700
23.35;premium;4700
22.49;diesel;4700
21.94;regular;4898
23.24;premium;4898
22.89;diesel;4898
23.39;diesel;5037
21.99;regular;5037
24.19;premium;5037
23.39;diesel;4957
21.49;regular;4957
23.99;premium;4957
21.99;regular;5415
23.39;diesel;5415
24.19;premium;5415
23.39;diesel;5284
21.99;regular;5284
24.19;premium;5284
23.39;diesel;5526
21.49;regular;5526
23.99;premium;5526
22.99;regular;2203
25.19;premium;2203
21.99;regular;4663
23.39;diesel;4663
24.19;premium;4663
23.39;diesel;5327
21.39;regular;5327
24.19;premium;5327
23.39;diesel;4838
21.99;regular;4838
24.19;premium;4838
22.89;regular;4677
24.39;premium;4677
21.25;regular;5485
23.13;premium;5485
22.69;diesel;5485
21.99;regular;5512
23.09;premium;5512
22.99;diesel;5512
21.29;regular;5733
21.93;regular;4627
23.68;premium;4627
23.56;diesel;4627
23.3;diesel;5341
21.8;regular;5341
21.6;regular;4800
22.4;diesel;4800
24.59;premium;2147
21.99;regular;2147
21.83;regular;5343
23.03;premium;5343
22.53;diesel;5343
20.54;regular;4905
22.09;premium;4905
21.99;diesel;4905
17.29;regular;5569
22.19;diesel;5569
21.85;regular;4928
23.1;premium;4928
22.95;diesel;4928
22.3;regular;4818
24.07;diesel;4818
24.19;premium;4818
20.79;regular;5224
22.99;premium;5224
22.39;diesel;5224
20.39;regular;4798
21.99;premium;4798
21.99;diesel;4798
22.97;regular;5336
22.59;regular;5366
23.99;premium;5366
22.99;diesel;5366
20.99;regular;5534
22.93;premium;5534
24.35;premium;2063
21.95;regular;2063
24.19;premium;4793
22.19;regular;4793
20.6;regular;4939
22.6;premium;4939
22.3;diesel;4939
20.15;regular;5301
21.8;premium;5301
21.7;diesel;5301
20;regular;5688
17.56;premium;5688
21.6;diesel;5688
20.6;regular;4672
22.5;premium;4672
20.1;regular;5414
21.62;premium;5414
21.65;regular;4762
22.94;premium;4762
22.01;diesel;4762
22.38;diesel;5326
21.78;regular;5326
22.34;regular;4637
23.19;premium;4637
23.55;diesel;4637
22.38;diesel;4870
21.78;regular;4870
22.85;premium;4870
22.39;regular;2049
25.19;premium;2049
22.89;diesel;2049
22.49;diesel;5241
21.49;regular;5241
23.59;premium;5241
22.15;diesel;4975
20.75;regular;4975
22.35;premium;4975
22;regular;5561
24;diesel;5561
21.99;regular;5310
23.49;premium;5310
23.89;diesel;5310
20.99;regular;5742
22.69;premium;5742
22.49;diesel;5742
18.95;regular;5057
18.9;premium;5057
19.94;diesel;5057
23.69;premium;5479
21.59;regular;5479
22.39;diesel;5479
16.99;regular;5417
18.53;premium;5417
19.7;diesel;5417
21.59;regular;4885
23.79;premium;4885
22.99;diesel;4885
22.89;regular;5153
23.69;diesel;5153
22.79;regular;2521
25.19;premium;2521
22.89;diesel;2521
21.53;regular;5612
23.87;premium;5612
16.99;regular;5514
18.89;premium;5514
22.48;regular;5601
23.95;premium;5601
23.65;diesel;5601
16.99;regular;5438
18.89;premium;5438
16.99;regular;4862
18.89;premium;4862
21.79;diesel;5014
21.39;regular;5014
24.1;premium;5014
20.59;regular;5463
22.89;premium;5463
21.69;diesel;5463
17.29;regular;5209
18.99;premium;5209
21.79;regular;4869
23.99;premium;4869
22.69;diesel;4869
21.49;regular;4935
23.37;premium;4935
22.63;diesel;4935
22.79;diesel;2161
21.99;regular;2161
24.19;premium;2161
22.89;regular;5517
23.99;premium;5517
24.19;diesel;5517
23.59;premium;5506
21.49;diesel;5506
20.99;regular;5506
22.99;regular;5188
24.49;premium;5188
24.75;diesel;5188
22.69;regular;4786
23.99;premium;4786
24.09;diesel;4786
20.59;regular;5498
22.59;premium;5498
21.19;diesel;5498
21.79;regular;5135
23.99;premium;5135
22.69;diesel;5135
22.99;premium;5160
20.99;regular;5160
22.75;diesel;5160
22.5;regular;5203
21.99;regular;4987
23.38;diesel;4987
19.99;diesel;5268
18.98;regular;5268
21.38;premium;5268
24.39;premium;2055
21.39;regular;2055
22.59;premium;5315
20.69;regular;5315
22.69;diesel;5315
21.49;diesel;4917
20.49;regular;4917
22.99;premium;4917
21.6;regular;5542
23.75;premium;5542
23.11;diesel;5542
18.76;regular;5575
21.38;premium;5575
20.2;diesel;5575
20.49;regular;5651
22.29;premium;5651
21.05;regular;5250
22.85;premium;5250
22.6;diesel;5250
20.39;regular;5049
22.04;premium;5049
22.59;regular;5549
24.09;premium;5549
23.69;diesel;5549
21.84;regular;5434
23.99;premium;5434
17.04;regular;5645
19.87;premium;5645
19.99;premium;2376
16.99;regular;2376
20.09;regular;4980
21.59;premium;4980
16.66;diesel;4980
21.84;regular;5187
22.95;diesel;5187
23.99;premium;5187
20.59;regular;5639
21.49;diesel;5639
23.29;premium;5639
20.85;regular;5747
22.2;premium;5747
22.2;diesel;5747
21.89;premium;5525
21.84;diesel;5525
20.24;regular;5525
20.69;regular;5648
22.39;premium;5648
21.84;premium;4874
19.59;regular;4874
21.59;diesel;4874
20.99;regular;4788
22.99;premium;4788
21.19;regular;4721
23.09;premium;4721
22.89;diesel;4721
19.99;premium;2405
16.99;regular;2405
21.99;regular;5010
23.97;premium;5010
21.26;regular;4915
22.72;diesel;4915
22.8;premium;4916
21.6;regular;4916
21.75;diesel;4916
22.1;premium;4648
20.47;regular;4648
21.68;diesel;4648
21.55;regular;5319
23.58;premium;5319
22.99;diesel;5319
20.29;regular;5540
21.99;premium;5540
21.7;diesel;5540
23.1;diesel;5533
21.99;regular;5533
23.2;premium;5533
23.65;diesel;5102
22.5;regular;5102
24;premium;5102
21.65;regular;5210
24.28;premium;5210
23.39;diesel;5210
20.99;regular;5384
21.89;premium;5384
23.19;regular;2194
25.19;premium;2194
20.68;regular;4978
22.15;premium;4978
22.15;diesel;4978
22.6;regular;4830
23.9;premium;4830
23.76;diesel;4830
22.95;diesel;4982
21.8;regular;4982
20.17;regular;4751
21.9;premium;4751
21.54;diesel;4751
20.89;regular;5108
22.69;diesel;5108
22.49;premium;5108
21.88;regular;5701
23.1;premium;5701
22.08;diesel;5701
21.8;regular;5275
22.1;regular;5266
